alert_count,machine_entity_count,machine_entity_ratio,device_context_count,device_context_ratio,vm_resource_count,dominant_category_code,max_suspicion_score,max_verdict_score,max_severity_score,unique_entity_types,has_process_entity,has_file_entity,has_machine_entity
31,31,1.0,31,1.0,0,1,1,2,2,11,1,1,1
16,16,1.0,16,1.0,0,2,0,0,0,4,0,1,1
182,182,1.0,182,1.0,0,6,1,2,2,12,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
9,9,1.0,9,1.0,0,1,0,2,2,4,0,0,0
27,27,1.0,27,1.0,0,3,1,1,1,5,1,0,1
23,23,1.0,23,1.0,0,5,1,1,1,4,1,0,1
26,26,1.0,26,1.0,0,1,1,1,1,6,1,0,1
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
20,20,1.0,20,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
57,57,1.0,57,1.0,0,1,1,2,2,10,1,1,1
24,24,1.0,24,1.0,0,1,0,2,2,10,0,1,0
1290,1290,1.0,1290,1.0,0,1,0,0,0,6,0,0,0
112,112,1.0,112,1.0,0,6,0,0,0,8,0,1,1
50,50,1.0,50,1.0,0,2,1,1,1,6,1,1,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
20,20,1.0,20,1.0,0,10,0,0,0,6,0,1,0
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
10,10,1.0,10,1.0,0,1,0,0,0,6,0,1,0
1390,1390,1.0,1390,1.0,0,6,1,2,2,9,1,0,1
29,29,1.0,29,1.0,0,1,1,1,1,8,1,1,1
17,17,1.0,17,1.0,0,1,0,0,0,8,0,1,0
69,69,1.0,69,1.0,0,1,0,2,2,10,0,1,0
114,114,1.0,114,1.0,0,3,0,0,0,3,0,0,0
75,75,1.0,75,1.0,0,3,0,2,2,10,1,1,1
6,6,1.0,6,1.0,0,6,0,0,0,6,0,1,1
7,7,1.0,7,1.0,0,2,0,0,0,5,0,1,1
107,107,1.0,107,1.0,0,2,1,2,2,10,1,1,1
455,455,1.0,455,1.0,0,6,0,0,0,1,0,0,0
60,60,1.0,60,1.0,0,7,1,1,1,8,1,0,1
12,12,1.0,12,1.0,0,2,0,0,0,3,0,1,0
109,109,1.0,109,1.0,0,7,1,2,2,7,1,1,1
66,66,1.0,66,1.0,0,5,0,0,0,4,1,1,1
7,7,1.0,7,1.0,0,2,0,0,0,2,0,0,0
112,112,1.0,112,1.0,0,1,0,2,2,4,0,0,0
355,355,1.0,355,1.0,0,7,0,0,0,3,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
503,503,1.0,503,1.0,0,6,0,0,0,5,0,0,0
162,162,1.0,162,1.0,0,2,1,1,1,6,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
427,427,1.0,427,1.0,0,6,0,0,0,5,0,0,0
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
98,98,1.0,98,1.0,0,4,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
17,17,1.0,17,1.0,0,1,1,2,2,7,1,0,1
15,15,1.0,15,1.0,0,1,0,2,2,8,0,1,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
20,20,1.0,20,1.0,0,1,0,1,1,5,0,0,0
9,9,1.0,9,1.0,0,4,1,1,1,7,1,0,1
31,31,1.0,31,1.0,0,1,0,2,2,7,0,1,1
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
177,177,1.0,177,1.0,0,7,1,1,1,5,1,1,1
43,43,1.0,43,1.0,0,2,0,0,0,6,0,1,1
10000,10000,1.0,10000,1.0,0,1,0,0,0,4,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
35,35,1.0,35,1.0,0,1,1,2,2,12,1,1,1
261,261,1.0,261,1.0,0,4,0,0,0,4,0,0,0
9,9,1.0,9,1.0,0,7,1,2,2,3,0,1,1
21,21,1.0,21,1.0,0,2,0,2,2,8,0,1,1
9,9,1.0,9,1.0,0,1,0,0,0,5,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
571,571,1.0,571,1.0,0,1,0,0,0,1,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
30,30,1.0,30,1.0,0,1,0,2,2,7,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
168,168,1.0,168,1.0,0,1,0,2,2,8,0,1,0
11,11,1.0,11,1.0,0,2,0,0,0,2,0,0,0
7,7,1.0,7,1.0,0,2,0,0,0,3,0,1,0
26,26,1.0,26,1.0,0,1,0,2,2,5,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
58,58,1.0,58,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,3,1,0,1
32,32,1.0,32,1.0,0,7,1,1,1,7,1,0,1
79,79,1.0,79,1.0,0,1,1,2,2,14,1,1,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
27,27,1.0,27,1.0,0,3,0,0,0,4,0,1,0
44,44,1.0,44,1.0,0,1,0,2,2,8,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
2,2,1.0,2,1.0,0,5,0,0,0,2,0,1,0
8,8,1.0,8,1.0,0,1,0,0,0,5,0,0,0
38,38,1.0,38,1.0,0,2,0,0,0,3,0,1,0
115,115,1.0,115,1.0,0,4,1,1,1,5,1,0,1
359,359,1.0,359,1.0,0,3,1,1,1,5,0,1,1
38,38,1.0,38,1.0,0,1,0,2,2,6,0,1,0
10,10,1.0,10,1.0,0,1,0,0,0,6,0,1,0
346,346,1.0,346,1.0,0,6,0,0,0,8,0,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
363,363,1.0,363,1.0,0,6,1,2,2,7,0,1,1
8,8,1.0,8,1.0,0,1,0,2,2,5,0,0,0
49,49,1.0,49,1.0,0,2,1,2,2,9,1,1,1
16,16,1.0,16,1.0,0,1,1,2,2,8,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
49,49,1.0,49,1.0,0,1,0,0,0,4,0,0,0
94,94,1.0,94,1.0,0,1,1,2,2,9,1,1,1
20,20,1.0,20,1.0,0,2,0,0,0,4,0,1,1
23,23,1.0,23,1.0,0,1,1,2,2,8,1,0,1
131,131,1.0,131,1.0,0,2,0,0,0,4,0,1,0
27,27,1.0,27,1.0,0,1,0,0,0,5,0,0,0
14,14,1.0,14,1.0,0,4,1,1,1,7,1,1,1
11,11,1.0,11,1.0,0,7,0,0,0,6,0,1,1
16,16,1.0,16,1.0,0,4,1,1,1,5,1,0,1
32,32,1.0,32,1.0,0,2,0,0,0,4,0,1,1
62,62,1.0,62,1.0,0,3,1,0,1,5,1,0,1
58,58,1.0,58,1.0,0,1,1,2,2,11,1,0,1
5,5,1.0,5,1.0,0,1,1,1,1,5,1,0,1
68,68,1.0,68,1.0,0,3,1,1,1,6,1,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
8,8,1.0,8,1.0,0,5,0,0,0,2,0,1,0
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
28,28,1.0,28,1.0,0,1,0,2,2,5,0,0,0
25,25,1.0,25,1.0,0,3,1,1,1,5,1,0,1
15,15,1.0,15,1.0,0,2,1,1,1,6,1,1,1
40,40,1.0,40,1.0,0,1,1,2,2,10,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
90,90,1.0,90,1.0,0,2,0,0,0,3,0,1,0
25,25,1.0,25,1.0,0,1,1,2,2,7,1,0,1
86,86,1.0,86,1.0,0,14,1,2,2,4,1,1,1
24,24,1.0,24,1.0,0,1,0,0,0,3,0,0,0
16,16,1.0,16,1.0,0,1,0,0,0,7,0,0,0
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
67,67,1.0,67,1.0,0,7,0,2,2,5,0,1,0
13,13,1.0,13,1.0,0,2,1,1,1,6,1,1,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
24,24,1.0,24,1.0,0,1,1,2,2,8,0,1,1
14,14,1.0,14,1.0,0,4,1,1,1,7,1,0,1
21,21,1.0,21,1.0,0,1,0,2,2,5,0,1,0
14,14,1.0,14,1.0,0,1,0,1,1,6,0,1,0
12,12,1.0,12,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
16,16,1.0,16,1.0,0,3,1,1,1,6,1,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
53,53,1.0,53,1.0,0,2,0,0,0,3,0,1,0
205,205,1.0,205,1.0,0,8,1,2,2,3,1,1,1
21,21,1.0,21,1.0,0,3,0,0,0,3,0,0,0
11,11,1.0,11,1.0,0,2,0,0,0,5,0,0,0
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
31,31,1.0,31,1.0,0,4,1,1,1,4,1,0,1
11,11,1.0,11,1.0,0,4,1,1,1,4,1,0,1
64,64,1.0,64,1.0,0,2,0,0,0,6,0,1,1
112,112,1.0,112,1.0,0,3,1,1,1,6,1,1,1
9,9,1.0,9,1.0,0,2,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
25,25,1.0,25,1.0,0,4,1,1,1,4,1,0,1
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
13,13,1.0,13,1.0,0,1,1,2,2,8,1,0,1
29,29,1.0,29,1.0,0,1,0,2,2,6,0,0,0
517,517,1.0,517,1.0,0,6,0,0,0,6,0,0,0
225,225,1.0,225,1.0,0,1,0,2,2,7,1,1,1
10,10,1.0,10,1.0,0,4,1,1,1,7,1,0,1
21,21,1.0,21,1.0,0,1,0,2,2,6,0,1,0
17,17,1.0,17,1.0,0,1,0,2,2,7,0,0,0
16,16,1.0,16,1.0,0,1,1,1,1,9,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
41,41,1.0,41,1.0,0,2,0,0,0,4,0,1,0
15,15,1.0,15,1.0,0,1,1,2,2,8,1,0,1
33,33,1.0,33,1.0,0,4,1,1,1,6,1,0,1
52,52,1.0,52,1.0,0,1,0,2,2,8,0,0,0
37,37,1.0,37,1.0,0,2,0,0,0,3,0,1,0
15,15,1.0,15,1.0,0,5,0,0,0,3,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,5,0,0,0,4,0,1,0
52,52,1.0,52,1.0,0,1,1,2,2,12,1,1,1
29,29,1.0,29,1.0,0,1,0,2,2,5,0,0,0
30,30,1.0,30,1.0,0,1,0,2,2,8,0,1,1
20,20,1.0,20,1.0,0,3,0,0,0,5,0,1,0
93,93,1.0,93,1.0,0,1,0,2,2,5,0,0,0
32,32,1.0,32,1.0,0,2,0,0,0,4,0,1,1
162,162,1.0,162,1.0,0,4,1,2,2,11,1,1,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
7,7,1.0,7,1.0,0,4,0,0,0,2,0,0,0
60,60,1.0,60,1.0,0,2,0,0,0,4,0,1,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
39,39,1.0,39,1.0,0,4,1,1,1,5,1,0,1
89,89,1.0,89,1.0,0,8,1,1,1,10,1,1,1
41,41,1.0,41,1.0,0,1,0,2,2,8,0,0,0
15,15,1.0,15,1.0,0,5,1,1,1,4,1,1,1
61,61,1.0,61,1.0,0,4,1,1,1,5,1,0,1
10,10,1.0,10,1.0,0,1,0,0,0,5,0,0,0
10,10,1.0,10,1.0,0,2,0,0,0,6,0,1,0
87,87,1.0,87,1.0,0,3,1,1,1,6,1,1,1
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
234,234,1.0,234,1.0,0,4,0,2,2,9,0,1,1
8,8,1.0,8,1.0,0,2,0,0,0,3,0,1,0
54,54,1.0,54,1.0,0,1,0,2,2,11,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
5,5,1.0,5,1.0,0,3,1,1,1,5,1,0,1
510,510,1.0,510,1.0,0,6,0,1,1,5,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
33,33,1.0,33,1.0,0,1,1,1,1,9,0,1,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
9,9,1.0,9,1.0,0,3,1,1,1,7,1,1,1
20,20,1.0,20,1.0,0,2,0,0,0,7,0,1,1
11,11,1.0,11,1.0,0,1,0,2,2,5,0,0,0
11,11,1.0,11,1.0,0,3,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
9276,9276,1.0,9276,1.0,0,1,0,2,2,8,0,1,0
190,190,1.0,190,1.0,0,2,0,0,0,4,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
10,10,1.0,10,1.0,0,1,0,2,2,6,0,1,0
66,66,1.0,66,1.0,0,2,0,0,0,4,0,1,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
65,65,1.0,65,1.0,0,4,1,1,1,4,1,0,1
19,19,1.0,19,1.0,0,1,0,0,0,3,0,0,0
16,16,1.0,16,1.0,0,2,0,0,0,3,0,1,0
10,10,1.0,10,1.0,0,1,0,2,2,5,0,1,0
72,72,1.0,72,1.0,0,2,0,2,2,8,0,1,0
50,50,1.0,50,1.0,0,11,0,0,0,4,0,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
85,85,1.0,85,1.0,0,2,0,0,0,3,0,1,0
25,25,1.0,25,1.0,0,8,1,2,2,7,0,1,1
12,12,1.0,12,1.0,0,2,0,0,0,5,0,1,0
24,24,1.0,24,1.0,0,4,1,2,2,8,1,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
19,19,1.0,19,1.0,0,1,0,2,2,5,0,0,0
115,115,1.0,115,1.0,0,2,1,1,1,6,1,1,1
360,360,1.0,360,1.0,0,3,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,7,0,0,0,3,0,0,1
28,28,1.0,28,1.0,0,1,0,0,0,3,0,0,0
22,22,1.0,22,1.0,0,1,1,2,2,9,1,0,1
49,49,1.0,49,1.0,0,4,1,1,1,9,1,0,1
58,58,1.0,58,1.0,0,1,1,2,2,13,1,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
35,35,1.0,35,1.0,0,4,1,1,1,4,1,0,1
12,12,1.0,12,1.0,0,3,1,1,1,5,1,0,1
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
10,10,1.0,10,1.0,0,1,0,2,2,5,0,1,0
192,192,1.0,192,1.0,0,2,0,0,0,5,0,1,0
1,1,1.0,1,1.0,0,9,0,0,0,1,0,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
34,34,1.0,34,1.0,0,2,0,0,0,5,0,0,0
31,31,1.0,31,1.0,0,1,0,2,2,6,0,1,0
33,33,1.0,33,1.0,0,1,0,2,2,5,0,0,0
5,5,1.0,5,1.0,0,2,0,0,0,3,0,1,0
87,87,1.0,87,1.0,0,3,0,0,0,3,0,0,0
32,32,1.0,32,1.0,0,2,0,0,0,3,0,1,0
29,29,1.0,29,1.0,0,3,1,1,1,5,1,0,1
14,14,1.0,14,1.0,0,1,1,1,1,9,1,0,1
3,3,1.0,3,1.0,0,7,0,0,0,3,0,0,0
76,76,1.0,76,1.0,0,1,1,2,2,12,1,1,1
48,48,1.0,48,1.0,0,10,1,2,2,6,0,1,1
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
25,25,1.0,25,1.0,0,1,0,2,2,7,0,1,0
15,15,1.0,15,1.0,0,2,0,0,0,5,0,1,1
33,33,1.0,33,1.0,0,8,1,2,2,9,0,1,1
108,108,1.0,108,1.0,0,2,0,0,0,3,0,1,0
39,39,1.0,39,1.0,0,1,1,2,2,11,1,0,1
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
23,23,1.0,23,1.0,0,4,1,1,1,6,1,1,1
19,19,1.0,19,1.0,0,1,0,2,2,8,0,0,0
33,33,1.0,33,1.0,0,1,0,2,2,7,0,1,1
90,90,1.0,90,1.0,0,2,0,0,0,4,0,1,0
7,7,1.0,7,1.0,0,1,0,0,0,4,0,0,0
21,21,1.0,21,1.0,0,12,1,1,1,6,1,0,1
31,31,1.0,31,1.0,0,1,0,2,2,6,0,1,0
8,8,1.0,8,1.0,0,3,1,1,1,6,1,0,1
489,489,1.0,489,1.0,0,1,0,0,0,7,0,0,1
8,8,1.0,8,1.0,0,2,0,0,0,2,0,0,0
33,33,1.0,33,1.0,0,1,1,2,2,10,1,1,1
12,12,1.0,12,1.0,0,3,1,1,1,7,1,1,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
23,23,1.0,23,1.0,0,2,0,0,0,3,0,1,0
221,221,1.0,221,1.0,0,7,1,2,2,9,0,1,1
9,9,1.0,9,1.0,0,2,0,0,0,2,0,0,0
80,80,1.0,80,1.0,0,9,1,2,2,10,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
93,93,1.0,93,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,7,1,0,1
53,53,1.0,53,1.0,0,7,1,2,2,11,1,1,1
64,64,1.0,64,1.0,0,1,1,2,2,10,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
50,50,1.0,50,1.0,0,2,0,0,0,2,0,0,0
65,65,1.0,65,1.0,0,1,1,2,2,11,1,0,1
8,8,1.0,8,1.0,0,2,0,0,0,4,0,1,1
39,39,1.0,39,1.0,0,1,1,2,2,8,1,1,1
33,33,1.0,33,1.0,0,1,1,1,1,8,1,0,1
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
9,9,1.0,9,1.0,0,2,0,0,0,2,0,0,0
72,72,1.0,72,1.0,0,1,0,2,2,7,0,1,1
506,506,1.0,506,1.0,0,6,1,1,1,6,0,1,1
9,9,1.0,9,1.0,0,3,0,0,0,3,0,0,0
78,78,1.0,78,1.0,0,1,1,1,1,12,1,0,1
13,13,1.0,13,1.0,0,4,1,1,1,6,1,1,1
346,346,1.0,346,1.0,0,1,0,2,2,10,0,1,0
12,12,1.0,12,1.0,0,2,0,0,0,5,0,1,1
26,26,1.0,26,1.0,0,1,0,2,2,6,0,0,0
30,30,1.0,30,1.0,0,8,1,2,2,4,1,1,1
6,6,1.0,6,1.0,0,5,0,0,0,3,0,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
207,207,1.0,207,1.0,0,2,0,0,0,4,0,1,0
408,408,1.0,408,1.0,0,6,0,0,0,2,0,0,0
24,24,1.0,24,1.0,0,3,0,0,0,9,1,1,1
39,39,1.0,39,1.0,0,2,0,0,0,4,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
32,32,1.0,32,1.0,0,1,1,1,1,10,1,0,1
77,77,1.0,77,1.0,0,2,1,1,1,6,1,1,1
302,302,1.0,302,1.0,0,12,0,0,0,7,1,0,1
116,116,1.0,116,1.0,0,4,1,2,2,10,1,1,1
30,30,1.0,30,1.0,0,3,0,0,0,3,0,0,0
33,33,1.0,33,1.0,0,1,1,2,2,11,1,1,1
35,35,1.0,35,1.0,0,4,1,1,1,5,1,0,1
621,621,1.0,621,1.0,0,1,1,2,2,8,0,1,1
9,9,1.0,9,1.0,0,4,1,1,1,6,1,1,1
5,5,1.0,5,1.0,0,3,0,0,0,5,0,0,0
52,52,1.0,52,1.0,0,2,0,0,0,3,0,0,0
22,22,1.0,22,1.0,0,1,1,2,2,9,1,1,1
519,519,1.0,519,1.0,0,7,0,0,0,7,0,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
9,9,1.0,9,1.0,0,7,0,0,0,5,0,0,1
20,20,1.0,20,1.0,0,1,1,2,2,8,1,0,1
28,28,1.0,28,1.0,0,1,0,2,2,5,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
35,35,1.0,35,1.0,0,1,0,2,2,5,0,0,0
161,161,1.0,161,1.0,0,1,0,2,2,5,0,0,0
33,33,1.0,33,1.0,0,2,0,0,0,3,0,1,0
35,35,1.0,35,1.0,0,2,0,2,2,8,0,1,1
27,27,1.0,27,1.0,0,1,0,2,2,6,0,1,0
125,125,1.0,125,1.0,0,4,1,2,2,8,1,0,1
25,25,1.0,25,1.0,0,8,1,2,2,7,1,1,1
22,22,1.0,22,1.0,0,1,1,2,2,10,1,1,1
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
24,24,1.0,24,1.0,0,10,0,0,0,4,1,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
23,23,1.0,23,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
18,18,1.0,18,1.0,0,1,1,1,1,7,0,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
134,134,1.0,134,1.0,0,4,1,1,1,4,1,0,1
51,51,1.0,51,1.0,0,9,0,0,0,7,0,1,1
34,34,1.0,34,1.0,0,1,1,2,2,10,1,0,1
22,22,1.0,22,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,1,1,0,0,0,3,0,0,1
36,36,1.0,36,1.0,0,1,0,0,0,7,1,0,1
16,16,1.0,16,1.0,0,4,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
330,330,1.0,330,1.0,0,1,0,0,0,4,0,0,0
138,138,1.0,138,1.0,0,7,0,0,0,2,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,5,0,0,0,2,0,1,0
12,12,1.0,12,1.0,0,1,0,2,2,6,0,0,0
865,865,1.0,865,1.0,0,1,0,2,2,5,0,1,0
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
31,31,1.0,31,1.0,0,1,0,2,2,11,0,1,1
6,6,1.0,6,1.0,0,1,0,0,0,5,0,0,0
108,108,1.0,108,1.0,0,2,0,0,0,4,0,1,0
8,8,1.0,8,1.0,0,4,1,1,1,6,1,0,1
21,21,1.0,21,1.0,0,2,0,0,0,2,0,0,0
12,12,1.0,12,1.0,0,6,0,0,0,3,0,0,0
106,106,1.0,106,1.0,0,1,1,2,2,10,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
58,58,1.0,58,1.0,0,2,1,2,2,10,1,1,1
20,20,1.0,20,1.0,0,4,1,1,1,5,1,0,1
6,6,1.0,6,1.0,0,5,0,0,0,4,0,1,0
62,62,1.0,62,1.0,0,2,0,0,0,5,0,0,0
15,15,1.0,15,1.0,0,1,0,2,2,8,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
530,530,1.0,530,1.0,0,6,0,2,2,6,0,0,0
26,26,1.0,26,1.0,0,10,0,0,0,2,0,0,0
86,86,1.0,86,1.0,0,2,0,0,0,2,0,0,0
18,18,1.0,18,1.0,0,8,1,2,2,2,0,1,1
160,160,1.0,160,1.0,0,1,0,2,2,8,0,0,0
8,8,1.0,8,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
1492,1492,1.0,1492,1.0,0,1,1,2,2,9,1,1,1
12,12,1.0,12,1.0,0,2,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
249,249,1.0,249,1.0,0,3,1,1,1,7,1,0,1
25,25,1.0,25,1.0,0,2,1,1,1,11,1,1,1
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
14,14,1.0,14,1.0,0,2,0,0,0,2,0,0,0
16,16,1.0,16,1.0,0,4,1,1,1,4,1,0,1
226,226,1.0,226,1.0,0,4,1,1,1,8,1,0,1
20,20,1.0,20,1.0,0,1,1,1,1,9,1,1,1
20,20,1.0,20,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
28,28,1.0,28,1.0,0,1,1,2,2,8,1,0,1
10000,10000,1.0,10000,1.0,0,1,0,2,2,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
8,8,1.0,8,1.0,0,1,0,0,0,5,0,0,0
45,45,1.0,45,1.0,0,4,1,1,1,6,1,1,1
18,18,1.0,18,1.0,0,1,1,1,1,8,1,0,1
90,90,1.0,90,1.0,0,8,1,1,1,7,1,1,1
56,56,1.0,56,1.0,0,2,0,0,0,5,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
53,53,1.0,53,1.0,0,9,0,2,2,8,0,0,1
8,8,1.0,8,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
12,12,1.0,12,1.0,0,9,1,1,1,5,1,0,1
19,19,1.0,19,1.0,0,8,1,2,2,7,1,1,1
7,7,1.0,7,1.0,0,4,1,1,1,5,1,0,1
43,43,1.0,43,1.0,0,1,1,2,2,12,1,1,1
77,77,1.0,77,1.0,0,1,0,2,2,8,0,1,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
31,31,1.0,31,1.0,0,1,0,2,2,7,0,0,0
21,21,1.0,21,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,3,0,0,0,4,1,1,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
534,534,1.0,534,1.0,0,1,1,2,2,6,0,1,1
1,1,1.0,1,1.0,0,3,1,1,1,1,0,0,1
30,30,1.0,30,1.0,0,1,1,2,2,8,1,1,1
16,16,1.0,16,1.0,0,1,0,2,2,7,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
157,157,1.0,157,1.0,0,2,0,0,0,5,0,1,1
251,251,1.0,251,1.0,0,10,0,0,0,3,0,0,0
63,63,1.0,63,1.0,0,2,0,0,0,4,0,1,0
133,133,1.0,133,1.0,0,8,1,2,2,5,1,1,1
63,63,1.0,63,1.0,0,3,1,2,2,12,1,1,1
69,69,1.0,69,1.0,0,3,0,2,2,8,0,0,0
5,5,1.0,5,1.0,0,12,1,1,1,4,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
324,324,1.0,324,1.0,0,3,0,0,0,2,0,0,1
27,27,1.0,27,1.0,0,1,1,2,2,9,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
70,70,1.0,70,1.0,0,3,1,1,1,5,1,0,1
312,312,1.0,312,1.0,0,10,1,2,2,7,0,1,1
90,90,1.0,90,1.0,0,6,1,1,1,10,1,1,1
17,17,1.0,17,1.0,0,11,0,0,0,1,0,0,1
23,23,1.0,23,1.0,0,3,1,1,1,5,1,0,1
10,10,1.0,10,1.0,0,1,0,0,0,6,0,0,0
13,13,1.0,13,1.0,0,2,0,0,0,3,0,1,0
